뉴스 식별자,일자,언론사,정보원,인용문,키워드
1100901.202,20200330,중앙일보,대통령 문재인,"이 결정은 쉽지 않은 결정이었고 많은 회의와 토론을 거쳤다
코로나19로 인해 모든 국민이 고통받았고 모든 국민이 함께 방역에 참여했다. 모든 국민이 고통과 노력에 대해 보상받을 자격이 있다
그러나 정부로서는 끝을 알 수 없는 경제충격에 대비하고 고용불안과 기업의 유동성 위기에 신속하게 대처하기 위해 재정여력을 최대한 비축할 필요가 있다. 경제적으로 좀 더 견딜 수 있는 분들은 보다 소득이 적은 분들을 위해 널리 이해하고 양보해주실 것을 당부드린다
긴급재난지원금은 신속한 지급이 무엇보다 중요하므로 신속하게 2차 추경안을 제출하고 총선 직후 4월 중으로 국회에서 처리되도록 할 계획
재정여력의 비축과 신속한 여야합의 위해 재원의 대부분을 뼈를 깎는 정부예산 지출구조조정으로 마련하겠다. 국회의 협력을 당부드린다
2차 비상경제회의때 약속드렸듯이 정부는 저소득계층과 일정 규모 이하의 중소기업 소상공인 자영업자들을 위해 4대보험료와 전기요금의 납부유예 또는 감면을 결정했다
고용안정과 함께 무급휴직자 특수고용 및 프리랜서 건설 일용 노동자 등의 생계보호와 코로나19로 인해 피해입은 소상공인들의 경영회복과 사업 및 재기지원에 적지않은 도움 될 것으로 기대한다
재정운영에 큰 부담을 안으면서 결단을 내리게 된 것은 어려운 국민들의 생계를 지원하고 방역의 주체로서 일상활동을 희생하며 위기극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼기 때문
또한 코로나19가 진정되는 시기에 맞춰 소비진작으로 우리 경제를 살리는 데에도 협력할 것
어려움 속에서도 서로를 격려해가며 신뢰와 협력으로 재난을 이겨가고 있는 국민들께 한없는 존경과 감사를 드린다. 또한 정부의 이번 조치가 어려움을 이겨나가는 국민들께 힘과 위로가 되길 바란다
우리가 방역에서 세계적으로 높은 평가를 받고 있는 것은 국민들께서 정부의 조치를 신뢰해주시고 굳건한 연대와 협력으로 방역에 적극 참여해주신 덕분
코로나19로 인한 경제위기 극복하는 비결도 마찬가지일 것
당장도 어렵지만 미래도 불확실하다. 당장의 어려움을 타개해가면서 어두운 터널을 지나 경기를 반등시키는 긴 호흡을 가져야 한다
어려운 상황이지만 정부는 최선을 다할 것이며 앞장설 것이다. 국민들께서 정부를 믿고 연대와 협력의 정신으로 한마음이 돼주신다면 코로나19는 물론 경제 위기까지 충분히 극복해낼 수 있을 것",결정 결정 회의 토론 코로나19 국민 고통 국민 방역 참여 국민 고통 노력 보상 자격 정부 경제 충격 대비 고용불안 기업 유동성 위기 신속 대처 재정 여력 최대 비축 필요 경제적 소득 이해 양보 당부 긴급재난지원금 신속 지급 중요 신속 2차 추경안 제출 총선 4월 국회 처리 계획 재정 여력 비축 신속 여야합의 재원 정부예산 지출 구조 조정 마련 국회 협력 당부 2차 비상 경제 회의 약속 정부 저소득 계층 일정 규모 이하 중소기업 소상공인 자영업자들 4대 보험료 전기요금 납부 유예 감면 결정 고용안정 무급 휴직자 특수 고용 프리랜서 건설 일용 노동자 생계 보호 코로나19 피해 소상공인들 경영 회복 사업 재기 지원 도움 재정 운영 부담 결단 국민들 생계 지원 방역 주체 일상 활동 희생 위기극복 위로 응원 필요 코로나19 진정 시기 소비 진작 경제 협력 어려움 서로 격려 신뢰 협력 재난 국민들 존경 감사 정부 조치 어려움 국민들 위로 방역 세계적 평가 국민들 정부 조치 신뢰 연대 협력 방역 적극 참여 덕분 코로나19 경제위기 극복 비결 당장 미래 당장 어려움 타개 터널 경기 반등 호흡 상황 정부 최선 국민들 정부 연대 협력 정신 한마음 코로나19 경제 위기 충분히 극복 
1100801.202,20200330,조선일보,대통령 문재인,"정부가 재정 운영에 큰 부담을 안으면서 결단을 내리게 된 것은 어려운 국민들의 생계를 지원하고 방역의 주체로서 일상 활동을 희생하며 위기 극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼기 때문
모든 국민이 (우한코로나와 관련한) 고통과 노력에 대해 보상받을 자격이 있다
다만 정부로서는 재정여력을 최대한 비축할 필요가 있었다
경제적으로 좀 더 견딜 수 있는 분들은 보다 소득이 적은 분들을 위해 널리 이해하고 양보해주실 것을 당부드린다
어려움 속에서도 신뢰와 협력으로 재난을 이겨가고 있는 국민들께 한없는 존경과 감사를 드린다
정부의 이번 조치가 어려움을 이겨나가는 국민들께 힘과 위로가 되길 바란다
신속하게 2차 추경안을 제출하고, 총선 직후 4월 중으로 국회에서 처리되도록 할 계획
재원 대부분을 뼈를 깎는 정부예산 구조조정으로 마련하겠다",정부 재정 운영 부담 결단 국민들 생계 지원 방역 주체 일상 활동 희생 위기 극복 위로 응원 필요 국민 우한코로나 고통 노력 보상 자격 정부 재정 여력 최대 비축 필요 경제적 소득 이해 양보 당부 어려움 신뢰 협력 재난 국민들 존경 감사 정부 조치 어려움 국민들 위로 신속 2차 추경안 제출 총선 4월 국회 처리 계획 재원 정부예산 구조 조정 마련 
1100901.202,20200330,중앙일보,대통령 문재인,참담한 경제 상황이 벌어질 수 있다,참담 경제 상황 
1100101.202,20200330,경향신문,미래통합당,지금 같은 위기상황에서는 파격적이고 선제적인 대처가 필요하다는 점에서 정부 대책이 매우 미흡하다,위기 상황 파격적 선제적 대처 필요 정부 대책 미흡 
1100801.202,20200330,조선일보,미래통합당,"'코로나 국민채' 발행으로 40조원을 마련해 소상공인 중소기업을 돕자
국민 전체에 20만원을 일단 주고, 소상공인 등 피해층은 추가 지원하자",코로나 국민채 발행 40조 마련 소상공인 중소기업 돕자 국민 20만 소상공인 피해층 추가 지원 
1101001.202,20200330,한겨레,미래통합당 김종인,"가구당 100만원씩 주면, 100만원이 끝나면 그다음은 어떻게 할 것인가. 그에 대한 대비가 전혀 안 돼 있다
코로나19 사태가 당장 오늘내일이나 한달 사이에 끝나는 것도 아니고 앞으로 연말까지 지속될지 더 나갈지도 모르는 실정
소득이라는 것이 일시적으로 줬다가 중단되면 생계유지가 어렵다. 지속 가능한 방법을 강구하지 않으면 안 된다",가구당 100만 100만 그다음 대비 코로나19 사태 당장 오늘내일 사이 연말 지속 실정 소득 일시적 중단 생계유지 지속 가능 방법 강구 
1100801.202,20200330,조선일보,미래통합당 김종인,"지금 당장 인기에 영합하는 것
이것이 과연 어떤 결과를 초래할 것인가에 대해 사전에 제대로 생각을 했는지 의심이 간다
(정부가) 신중하게 생각을 안 하지 않았나 생각이 든다
코로나 사태가 단시간에 끝난다는 전제가 있다면 모르겠지만, 이것이 만약 오래 지속된다고 하면 지속적으로 소득 없는 사람들을 보장해주는 측면에서 심도있게 생각해야지, 당장 인기영합하는 식은 안 된다
지방자치단체장들이 기본소득이니 뭐니 이런 얘기를 많이 하지 않았느냐
그러다가 미국 트럼프 대통령이 2조 달러인가 확보해서 국민들에게 나눠준다 하니까 거기에 많은 영향을 받아서 이런 일을 하지 않나 생각한다",당장 인기 영합 결과 초래 사전 제대로 생각 의심 정부가 신중 생각 생각 코로나 사태 단시간 전제 만약 지속 지속적 소득 사람들 보장 측면 심도 생각 당장 인기 영합 지방 자치 단체장들 기본 소득 얘기 미국 트럼프 대통령 2조 확보 국민들 영향 생각 
1101101.202,20200330,한국일보,미래통합당 김종인,"정부 지원의 초점은 재난상황이 끝날 때까지 소기업과 자영업자 근로자의 임금을 직접, 즉시, 지속적으로 보전해주는 데 맞춰야 한다",정부 지원 초점 재난 상황 소기업 자영업자 근로자 임금 즉시 지속적 보전 
1100801.202,20200330,조선일보,미래통합당 김종인,본예산 512조원 중 100조원(약 20%)을 코로나 비상대책 예산으로 전환하자,본예산 512조 100조 코로나 비상대책 예산 전환 
1100901.202,20200330,중앙일보,미래통합당 김종인,"무슨 타이틀을 맡지는 않겠지만, 당에서 제안이 오면 검토하겠다
(황교안 대표에게서도) 연락이 오면 받아서 협조할 일이 있으면 협조하겠다",타이틀 제안 검토 황교안 대표 연락 협조 협조 
1100101.202,20200330,경향신문,미래통합당 박형준,"기왕 주기로 했다면 70%만 주는 것보다 전 국민에게 주는 것이 낫다
세금 많이 내는 사람에게 세금 부담만 더 지우고 혜택은 없다는 것은 상당히 불합리하다",국민 세금 사람 세금 부담 혜택 불합리 
1100901.202,20200330,중앙일보,미래통합당 박형준,"재정건전성을 충분히 고려하지 않은 선심성 지원이 될 가능성을 우려한다
긴급재난지원금을 온 국민에게 주는 방침을 취했다면 소득 하위 70%가 아니라 다 주는 게 맞다는 생각한다
가장 긴박한 사람들을 선택해 거기에 집중하는 게 국가적으로도 맞다. 국민들도 그렇게 생각할 것",재정건전성 충분히 선심성 지원 가능성 우려 긴급재난지원금 국민 방침 소득 하위 생각 긴박 사람들 선택 집중 국가적 국민들 생각 
1100801.202,20200330,조선일보,미래통합당 신세돈 위원장,"코로나로 인해 근무시간이 줄거나, 휴직을 하거나, 해고로 소득이 줄어든 사람에게 100% 소득을 보장하자는 것
경기 악화로 자금 사정이 좋지 못한 기업들이 연쇄 도산할 우려가 크다
직격탄을 맞은 항공, 운송, 숙박, 유통 분야에 긴급 금융지원이 투입돼야 한다
시중 부동자금이 1500조원이나 돼 조금만 경쟁력 있는 수익(금리)을 보장하면 100조 200조원은 쉽게 조달할 여지가 많다
조달한 자금을 코로나로 피해를 입은 중소기업 자영업자 위탁직 계약직 근로자 등에게 피해 규모에 따라 500만~1000만원을 지원할 수 있다
당 입장에서는 70%를 줄 바에야 오히려 다 주는 것이 낫다고 생각한다
(정부의 방안은) 세금을 많이 내는 사람에게 세금 부담만 더 지우고 혜택은 없다는 점에서 상당히 불합리하다
정부의 지원방식은 이례적이고 재정건전성을 충분히 고려하지 않아 선심성(지원)이 될 우려가 있다
통합당의 재난 구호 원칙은 3가지다. 차등적이면서 실효적, 선제적, 광범위하고 신속해야 한다는 것",코로나 근무시간 휴직 해고로 소득 사람 소득 보장 경기 악화 자금 사정 기업들 연쇄 도산 우려 직격탄 항공 운송 숙박 유통 분야 긴급 금융지원 투입 시중 부동자금 1500조 조금 경쟁력 수익 금리 보장 100조 200조 조달 조달 자금 코로나 피해 중소기업 자영업자 위탁 계약 근로자 피해 규모 500만 1000만 지원 입장 생각 정부 방안 세금 사람 세금 부담 혜택 불합리 정부 지원 방식 이례적 재정건전성 충분히 선심성 지원 우려 통합당 재난 구호 원칙 3가지 차등적 실효적 선제적 광범위 신속 
1101001.202,20200330,한겨레,미래통합당 신세돈 위원장,이것이야말로 선거를 앞두고 포퓰리즘이라고 해석하기 매우 쉽다,선거 포퓰리즘 해석 
1100801.202,20200330,조선일보,미래통합당 유승민 의원,도널드 트럼프 미국 대통령이 선거를 앞두고 포퓰리즘을 한 것과 굉장히 비슷하다,도널드 트럼프 미국 대통령 선거 포퓰리즘 
1101101.202,20200330,한국일보,민생당,1인당 100만원을 지급해야 한다,1인당 100만 지급 
1100101.202,20200330,경향신문,민생당,환영하지만 부족하다. 긴급재난기본소득으로 1인당 100만원을 지급해야 한다,환영 부족 긴급재난기본소득 1인당 100만 지급 
1100801.202,20200330,조선일보,민주당,지역의 특수성을 고려해 지역의 판단이 올라오면 판단해볼 것,지역 특수성 지역 판단 판단 
1100901.202,20200330,중앙일보,민주당 관계자,"호남의 중요성을 감안한 일정
총선 승리를 위해선 호남에서 싹쓸이에 가까운 압승이 필요하다고 본다",호남 중요성 감안 일정 총선 승리 호남 싹쓸이 압승 필요 
1100801.202,20200330,조선일보,민주당 이낙연,"코로나19의 국난은 크고, 그에 대한 정부 대응도 숨 가쁘게 전개된다
3차 비상경제회의가 역사상 처음으로 재난에 대응한 긴급 생계 지원금을 결정했다
더 적극적인 자세로 생계비를 지원해야 한다는 게 당의 입장이고, 정부는 앞으로 더 긴급하게 돈 쓸 일이 생길수도 있으니 신중해야 한다는 태도
그동안의 추경이 몇차례 있었고, 앞으로도 더 있을 것이 확실하고 그런걸 감안해야 한다",코로나19 국난 정부 대응 전개 3차 비상경제회의 역사상 처음 재난 대응 긴급 생계 지원금 결정 적극적 자세 생계비 지원 입장 정부 긴급 신중 태도 그동안 추경 차례 감안 
1100801.202,20200330,조선일보,민주당 이인영 원내대표,"기존 예산을 전용하자는 것은 현실성이 없지만, (김종인 총괄선거대책위원장이) 통합당의 입장에서 크게 벗어나 경제위기를 함께 고민하고 논의하자는 취지는 매우 주목할 만하다고 평가한다",기존 예산 전용 현실성 김종인 총괄 선거 대책 위원장 통합당 입장 경제위기 고민 논의 취지 주목 평가 
1100801.202,20200330,조선일보,박기성 성신여대 교수,"여권의 재난기본소득은 지속 가능하지 않아 '스쳐 지나가는 푼돈'이 될 수밖에 없고, 비용 대비 효과가 크지 않다
저소득 취약 계층의 근로 의욕을 자극하고 소비 심리도 살릴 수 있는 '선별적 소득 지원 방안'이 필요하다",재난기본소득 지속 가능 푼돈 비용 대비 효과 저소득 취약 계층 근로 의욕 자극 소비 심리 선별적 소득 지원 방안 필요 
1100101.202,20200330,경향신문,서울시 관계자,실제 지급 대상에 포함되는 경우는 가구원 수가 많은 8~9급 하위직 공무원들인데 이들을 배제하면 전체 가구원들이 피해를 볼 수 있다,실제 지급 대상 포함 가구원 9급 하위직 공무원들 배제 가구원들 피해 
1100801.202,20200330,조선일보,선대위 관계자,여기서 재원이 모자라면 국채나 국민채를 발행할 수 있다,재원 국채 국민채 발행 
